assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes,Sequence,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
118651881,22699824,Contopus nigrescens,Least Concern,,2017,2016-10-01 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","The species inhabits the canopy and borders of humid forest in hilly areas up to 1,200 m altitude, although in its western range birds are restricted to the foothills of the Andes, above 400 m (Ridgely and Tudor 1994). Birds are generally seen in pairs, along streams or in other openings in tall forest, and when feeding make long aerial sallies, usually returning to the same perch (Ridgely and Tudor 1994).",Deforestation may threaten this species (Stotz et al. 1996).,"The global population size has not been quantified, but this species is described as 'rare and patchily distributed' (Stotz et al. 1996).",Decreasing,"This species has a very patchy distribution in northern South America, occurring locally on the eastern slope of the Andes in <strong>Ecuador</strong> and eastern <strong>Peru</strong> (San MartÃ­n, Amazonas, HuÃ¡nuco and Cuzco (Clements and Shany 2001), and very locally in southern <strong>Guyana</strong> and eastern Amazonian <strong>Brazil</strong> with sightings from south-east ParÃ¡, Serra das CarajÃ¡s and MaranhÃ£o (Ridgely and Tudor 1994).",,Terrestrial|Freshwater (=Inland waters),,Neotropical,,FALSE,FALSE,Global,5903.0,Tyrannidae,Passeriformes,AVIBASE-F5A71429,4.0,2.0,1.0,1.0,4.0,13.4,7.3,4.7,3.1,11.9,66.8,18.6,48.1,28,62.8,9.5,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-11.41,1.65,-5.02,-58.95,254170.68
118775733,22698957,Hemitriccus kaempferi,Vulnerable,"B1ab(ii,iii,v); C2a(i)",2017,2017-10-01 00:00:00 UTC,3.1,English,"This species is estimated to have a small population size found in a very small and severely fragmented range within which it is suspected to be declining owing to habitat loss and fragmentation. Analyses of forest loss suggest that the rate of population decline may not be as great as previously feared, hence the species is now listed as Vulnerable.<p></p> <p></p>","It inhabits humid, heterogeneous, lowland evergreen Atlantic forest and secondary growth (<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span>Mazar Barnett <em>et al</em>. 2000; <span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data; <strong></strong>Bornschein &amp; Reinert unpublished data) 4-15 m tall<span style=""font-weight: bold;""> </span><span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data)<strong></strong>. At APA of Guaratuba the species was also observed in forests dominated by <em>Calophilum brasiliensis</em> (Guanadizais) or <em>Tabebuia cassinoides</em> (Caxetais) (<strong></strong><span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data; Bornschein &amp; Reinert unpublished data)<strong></strong>. The favoured habitat appears to be narrow patches of alluvial forest along rivers at 0-50 m<strong> </strong> (<strong></strong>R. Belmonte-Lopes <em>in litt. </em>2009). It feeds predominantly in the midstorey, from 1-4 m, hover-gleaning and sallying during flights of 0.3-3.5 m and also gleaning and reaching (Belmonte-Lopes unpublished data)<strong></strong>. At some sites at APA of Guaratuba, the species forage in dense tangles of lianas, often over small rivers (<span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data). It does not join mixed species flocks (<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span>Mazar Barnett <em>et al</em>. 2000;<span style=""font-weight: bold;""> </span>Ghizoni-Jr and Azevedo 2006; <span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data)<strong></strong>; instead, pairs appear to remain in well defined territories<span style=""font-weight: bold;""> </span>(<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span><span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data)<strong></strong>. A nest under construction was found in October 1998, at a height of c.6 m above ground-level, 2-3 m inside primary forest at an elevation of 250 m (<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span><span style=""font-weight: bold;""></span>Mazar Barnett <em>et al</em>. 2000)<strong></strong><strong></strong>.  <p></p>","Deforestation has been extensive in the Atlantic forest, and lowland forest remaining in the vicinity of all sites continues to be cleared. The main threats for the species are apparently banana, rice and timber plantations and the urbanisation of the coastal plain (Belmonte-Lopes unpublished data)<strong><sup></sup></strong>. Potential construction of a new road system (BR 101) would lead to further fragmentation of all the remaining areas, and sea level rise is a longer-term threat<span style=""font-weight: bold;""> </span> (<strong></strong>R. Belmonte-Lopes <em>in litt. </em>2009)<strong><sup></sup></strong>.  <p></p>","The estimate of 9,000-18,500 individuals (roughly equivalent to 6,000-12,000 mature individuals) is based upon survey data (Belmonte-Lopes unpublished data) which estimated 20-40 individuals/km<sup>2</sup> over 460 km<sup>2</sup> (10% of the Extent of Occurrence).",Decreasing,"<em>Hemitriccus kaempferi</em> is now known from 11 localities in south-east <strong>Brazil</strong>  (<strong></strong>R. Belmonte-Lopes <em>in litt. </em>2009): Salto PiraÃ­ (<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span><strong></strong>Clock 2004; Fitzpatrick 2004; Bencke <em>et al. </em>2006;<span style=""font-weight: bold;""> </span><strong></strong>Bornschein &amp; Reinert unpublished data) Brusque<span style=""font-weight: bold;""> </span>(Teixeira <em>et al. </em>1991)<strong></strong><strong><sup></sup></strong>, the RPPN Volta Velha near ItapoÃ¡ (<span style=""font-weight: bold;""></span><span style=""font-weight: bold;""></span>Mazar Barnett <em>et al</em>. 2000; <span style=""font-weight: bold;""></span><strong> </strong>Naka<em> et al.</em> 2000; <span style=""font-weight: bold;""></span><strong></strong>Clock 2004;<span style=""font-weight: bold;""> </span>Fitzpatrick 2004; Bencke <em>et al. </em>2006; <span style=""font-weight: bold;""></span>Ghizoni-Jr and Azevedo 2006) SÃ£o Francisco do Sul municipality, Barra Velha municipality, Blumenau municipality, PiÃ§arras/Itajuba (PiÃ§arras municipality), Morro do Bau (Ilhota municipality), Sanepar bridge (SÃ£o JoÃ£o river), and National Park Saint-Hilare/Langue (C. Hesse <em>per</em> A. B. Hennessey<em> in litt</em>. 2005)<strong><sup></sup></strong>; all in Santa Catarina; and at GuaraguaÃ§u Ecological Station in south-east ParanÃ¡<span style=""font-weight: bold;""> </span> (Bencke <em>et al. </em>2006;&#160;Carrano 2006; <strong></strong>Bornschein &amp; Reinert unpublished data; <span style=""font-weight: bold;""></span>Belmonte-Lopes unpublished data). The species is apparently very rare, but has been recorded in recent years from all of the locations listed above except Brusque. Recent records have extended the known range considerably, though within its range it has never been recorded from c.80% of the area and appears to be severely fragmented (Belmonte-Lopes unpublished data).<em>  <p></p></em>",,Terrestrial|Freshwater (=Inland waters),"<strong>Conservation Actions Underway</strong><br/>It is protected by Brazilian law, and is known to occur in one protected area in ParanÃ¡, at APA of Guaratuba, owned by ParanÃ¡ state government and one in Santa Catarina, the privately-owned RPPN Volta Velha (15 km<sup>2</sup>). The APA of Guaratuba is the stronghold of this species in ParanÃ¡ state and this area shelters the largest known population of the species (Bencke <em>et al. </em>2006;&#160;<strong></strong>Bornschein &amp; Reinert unpublished data;<span style=""font-weight: bold;""> </span>Belmonte-Lopes unpublished data)<strong><sup></sup></strong>. Surveys of potentially suitable localities are continuing (<strong></strong>R. Belmonte-Lopes <em>in litt. </em>2009)<strong><sup></sup></strong>. <p></p><strong>Conservation Actions Proposed</strong><br/>Slow rates of deforestation. Survey remaining patches of lowland forest in Santa Catarina and adjacent areas of ParanÃ¡ to clarify distribution and status (<strong></strong>Collar <em>et al. </em>1992;<span style=""font-weight: bold;""> </span>Mazar Barnett <em>et al</em>. 2000)<strong></strong>. Resurvey forest within the vicinity of Brusque<strong> </strong>(Naka<em> et al.</em> 2000). Investigate ecological requirements of the species at current localities. Expand the Bracinho State Ecological Station at Santa Catarina, Reserva Particular do PatrimÃ´nio Natural de Volta Velha, APA de Guaratuba and the National Park Saint-Hilare/Lange at ParanÃ¡ state to incorporate adjacent patches of the species's lowland forest habitat.  <p></p>",Neotropical,,FALSE,FALSE,Global,5555.0,Tyrannidae,Passeriformes,AVIBASE-4F4E9022,2.0,1.0,1.0,0.0,1.0,12.2,7.4,4,3.3,17.8,47.1,4.1,42.4,8.8,40.5,8.5,Updated_live.sample,Live sample (museum data),NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-27.37,-25.54,-26.55,-48.8,7847.61
118904437,22735464,Cnipodectes superrufus,Vulnerable,C2a(i),2017,2017-10-01 00:00:00 UTC,3.1,English,"This newly described species is classified as Vulnerable because although widespread it occurs at low densities and is consequently suspected to have a small, patchily distributed population that is declining in line with habitat conversion within its range. <p></p>","The species is a <em>Guadua</em> bamboo specialist, and its apparent absence from some well-studied sites suggests that it may only occur in larger patches (Lane <em>et al</em>. 2007)<strong></strong>. Its density within suitable habitat is not known; it is apparently the scarcest of the bamboo specialists within its range, but comparatively little ornithological work has been conducted in the region allowing the possibility that it may be found to be relatively common (Lane <em>et al</em>. 2007)<strong></strong><strong><sup></sup></strong>. The species has been observed perched 1-3 m above the ground from where it sallies after arthropods. Both <em>Cnipodectes</em> spp. perform regular wing raises; the purpose of this behaviour is unknown (Lane <em>et al</em>. 2007)<strong></strong><strong><sup></sup></strong>. <p></p>",Preliminary evidence suggests that the species shows a preference for larger patches of mature <em>Guadua</em> bamboo. This habitat is threatened within the species range by development projects such as the Trans Oceanica Highway and the available area of mature bamboo stands is likely to decrease. The highway's construction is likely to open the region to further deforestation for cattle ranching and biofuels in the future. <p></p>,"The precise distribution and population density of this newly described species are not known, so no accurate population estimate is available. However, while Guadua bamboo habitat is widespread within its range, it appears to show a preference for larger patches, it is usually recorded in mature patches rather than regrowth, and it appears to be scarce throughout its range. Therefore, the species is precautionarily suspected to have a global population of less than 10,00 mature individuals, placed here in the band 2,500-9,999 mature individuals.",Increasing,"<em>Cnipodectes superrufus</em> has been recently described from an area of southwestern Amazonia bordering Madre de Dios, <strong>Peru</strong>, Acre, <strong>Brazil</strong> and Pando, <strong>Bolivia</strong> (<span style=""font-weight: bold;""></span>Tobias <em>et al</em>. 2008). Its range has been estimated at c. 89,000 km<sup>2</sup> corresponding to the area of <em>Guadua</em> bamboo dominated habitats; though it appears to be absent from some apparently suitable habitats (<span style=""font-weight: bold;""></span>Tobias <em>et al</em>. 2008). Field surveys have found the species is the rarest of the bamboo specialists within the region (<span style=""font-weight: bold;""></span>Tobias <em>et al</em>. 2008). It is a generally scarce species, and based on the extent of potentially suitable habitat it is thought possible that the global population is fewer than 10,000 mature individuals (<span style=""font-weight: bold;""></span>Tobias <em>et al</em>. 2008)<strong><sup></sup></strong>. Its habitat is threatened by clearance for development projects, but <em>Guadua</em> may actually increase in area because it can proliferate on deforested land. However, the twistwing is usually recorded in large mature stands of bamboo and is rarely found in young <em>Guadua</em> regrowth, thus a decline is suspected (<span style=""font-weight: bold;""></span>Tobias <em>et al</em>. 2008)<strong><sup></sup></strong>. <p></p>",,Terrestrial,"<strong>Conservation Actions Underway</strong><br/>It is not considered of conservation concern in Brazil. Two Peruvian sites, Pakitza and Playa Bonita are within the Manu Biosphere Zone (Lane <em>et al</em>. 2007)<strong><sup></sup></strong>. Several surveys have targeted and identified this species, improving knowledge of its global distribution. <p></p><strong>Conservation Actions Proposed</strong><br/>Confirm the species's distribution by checking additional <em>Guadua</em> sites that may support it. Study its ecology assessing whether there is a relationship between presence and bamboo patch size/patch maturity. Map the potential impact of development projects within its range to assess future population declines and identify key sites for conservation/mitigation. <p></p>",Neotropical,,FALSE,FALSE,Global,5512.0,Tyrannidae,Passeriformes,AVIBASE-53F7D92C,3.0,0.0,3.0,0.0,3.0,19.1,11.8,6.8,5.2,22,116.7,22.1,94.6,18.9,112,32.3,Updated_literature,Dunning (2021),NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-13.64,-7.26,-10.69,-69.09,245084.22
127207638,22700827,Calyptura cristata,Critically Endangered,"B1ab(i,ii,iii,v); C2a(i,ii); D",2018,2016-10-01 00:00:00 UTC,3.1,English,"This species qualifies as Critically Endangered because its tiny population, known from just one locality in the 1990s following over 100 years without a confirmed record, is likely to be continuing to decline owing to extensive habitat loss and fragmentation within its tiny range. <p></p> <p></p>","It is apparently restricted to foothill forest, but tolerates secondary habitats, and the 1996 birds were in secondary growth (Lambert 2007)<strong><sup></sup></strong>. However, secondary growth supports far fewer epiphytic plants and bromeliads (which retain quantities of suspended water that significantly alter the microclimate within a forest); hence large areas of secondary forest may be unsuitable for the species (Lambert 2007)<strong><sup></sup></strong>. Seasonal altitudinal movements are suspected, which might explain the lack of post-1996 records in the Serra dos ÃrgÃ£os. This tiny, inconspicuous species is probably easily overlooked, perching in the canopy where it actively explores clumps of bromeliads, apparently avoiding treetops. It has been recorded eating fruit, seeds and insects, though the 1996 sightings suggest that it may specialise on mistletoe <strong style=""font-weight: normal;"">(</strong>C. E. Carvalho verbally 1998)<strong><sup></sup></strong>. <p></p>","Deforestation appears to have brought this species to the brink of extinction - historically driven by gold and diamond mining and the creation of coffee plantations in areas where the species was initially collected (Lambert 2007)<strong><sup></sup></strong>. If it is an altitudinal migrant, the lack of remaining forest below 1,000 m is likely to be a particular threat. Development within forest around the edges of the Serra dos ÃrgÃ£os National Park, particularly at the site of the 1996 rediscovery, is concerning<strong style=""font-weight: normal;""> </strong>(C. E. Carvalho verbally 1998). The harvesting of bromeliads, mistletoes and orchids from the forest of the region may further threaten the species by reducing food supply, but also by altering habitat structure and microclimate (Lambert 2007). Climate change could also have an impact on the species, particularly through habitat shifting (ÅekercioÄlu <em>et al. </em>2012).<p></p>","The single known remaining population, rediscovered in 1996 after more than 100 years, is assumed to be tiny (fewer than 50 individuals and mature individuals).",Decreasing,"<em>Calyptura cristata</em> has apparently declined to near-extinction within a very restricted range to the north of Rio de Janeiro city, <strong>Brazil</strong>. From the evidence of skins and one sight record, it was not uncommon, even in secondary habitat, in the mid-19th century. However, although there have been several rumours and unverified reports, the species was unrecorded during the 20th century until two birds were observed in the Serra dos ÃrgÃ£os on several days in October 1996<span style=""font-weight: bold;""> </span><strong></strong>(Pacheco and Fonseca 2001)<strong></strong>. There have been no reliable records of the species since 1996 despite searches in the Reserva Ecologica GuapiaÃ§u, the Teresopolis area, the foothills of the Serra do Mar, Ubatuba and between Nova Friburgo and Soumidoura in September to November 2006, which investigated several unconfirmed reports (F. Olmos <em>in litt</em>. 2003;&#160; Lambert 2007, Lambert and Kirwan 2010). A specimen of this species, purported to have been collected somewhere in the state of SÃ£o Paulo between May 1819 and April 1820, was discovered in the Museum fÃ¼r Naturkunde, Berlin, in 2007 and could potentially extend the area over which the species is known to have at least formerly occurred<strong> </strong>(Stopiglia <em>et al. </em>2009); however, its true provenance has not been satisfactorily established (RÃªgo <em>et al. </em>2013). <p></p>",,Terrestrial,"<strong>Conservation and Research Actions Underway</strong><br/>It is protected by Brazilian law. The sightings in 1996 were on the edge of the Serra dos ÃrgÃ£os National Park. Some areas of apparently suitable habitat are protected within the park, and there are adjacent tracts of forest to elevations of c. 50 m. Suitable habitat also occurs within the Reserva Ecologica GuapiaÃ§u (Lambert 2007). <p></p><strong><br/></strong><strong>Conservation </strong><strong><strong>and Research </strong>Actions Proposed</strong><br/>Develop and follow a standardised survey protocol involving focal watches at suitable fruiting trees, focusing particularly in suitable habitat in the Serra dos ÃrgÃ£os including the Reserva Ecologica GuapiaÃ§u, and in the Serra do Mar near Ubatuba (Ridgely and Tudor 1994; Lambert 2007). Protect all remaining low-altitude forest in the vicinity of the rediscovery site. Continue to search for extant populations in the state of SÃ£o Paulo.  <p></p>",Neotropical,,FALSE,FALSE,Global,5456.0,Tyrannidae,Passeriformes,AVIBASE-9AD71DF9,4.0,1.0,2.0,1.0,4.0,8.5,4.5,3.1,3.8,14.9,47.9,3.8,44.1,7.9,23.2,7.8,Updated_literature,BoW,NO,,,,1.0,,Omnivore,Omnivore,Insessorial,-22.49,-22.47,-22.48,-43.0,3.12
130197280,22698803,Mionectes rufiventris,Least Concern,,2018,2018-08-07 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the threshold for Vulnerable under the population trend criterion (&gt;30% decline over ten years of three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common but patchily distributed' (Stotz <em>et al. </em>1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5504.0,Tyrannidae,Passeriformes,AVIBASE-900B219B,6.0,3.0,2.0,1.0,4.0,14.1,9.3,4.3,3.8,16.2,68.4,9.2,60,13.3,55,13.3,Dunning,,NO,,,Forest,1.0,1.0,Omnivore,Invertivore,Insessorial,-30.46,-18.6,-24.0,-49.61,1057487.4
130198013,22698852,Taeniotriccus andrei,Least Concern,,2018,2018-08-06 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'rare and patchily distributed' (Stotz <em>et al.</em> 1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5510.0,Tyrannidae,Passeriformes,AVIBASE-7A5B9AF3,4.0,2.0,2.0,0.0,4.0,12.6,7.2,5,4.2,14.3,57.5,6.2,51.3,10.8,44,9.5,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-10.17,10.56,-0.15,-56.45,857576.24
130198279,22698859,Hemitriccus minor,Least Concern,,2018,2018-08-06 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon' (Stotz<em> et al. </em>1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5536.0,Tyrannidae,Passeriformes,AVIBASE-67D5984B,7.0,1.0,6.0,0.0,7.0,12,7.3,4.4,3.1,14.8,46.4,6.3,40.1,13.6,35.8,7.4,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-15.54,-0.13,-7.4,-58.6,2416974.33
130198582,22698870,Hemitriccus flammulatus,Least Concern,,2018,2018-08-06 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common but patchily distributed' (Stotz <em>et al</em>. 1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5539.0,Tyrannidae,Passeriformes,AVIBASE-ABF9C0A0,7.0,0.0,0.0,7.0,2.0,14.3,7.2,4.5,3.0,17.7,51.1,7.4,43.7,14.6,41.4,10,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.85,-6.21,-12.6,-67.76,806774.08
130198894,22698876,Hemitriccus diops,Least Concern,,2018,2018-08-06 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the threshold for Vulnerable under the population trend criterion (&gt;30% decline over ten years of three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common but patchily distributed' (Stotz <em>et al.</em> 1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5540.0,Tyrannidae,Passeriformes,AVIBASE-AA268B7C,5.0,0.0,3.0,2.0,5.0,12.9,7.3,4,3.1,18.2,53.2,6.1,47.1,11.5,49.4,10,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-27.81,-12.55,-22.46,-47.44,737548.44
130199266,22698922,Hemitriccus nidipendulus,Least Concern,,2018,2018-08-06 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the threshold for Vulnerable under the population trend criterion (&gt;30% decline over ten years of three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","The species is found at elevations up to 900 m (Ridgely and Tudor 1994, Stotz <em>et al.</em> 1996) in a wide variety of habitats, including forest edge, plantations, gardens, low restinga and degraded second growth (R. Parrini and J. Minns <em>in litt. </em>1999), mostly in foothills (Ridgely and Tudor 1994).","Agricultural conversion and deforestation for mining and plantation production historically threatened its lowland forests; current threats are urbanization, industrialization, agricultural expansion, colonization and associated road-building (Dinerstein et al. 1995, Fearnside 1996).","The global population size has not been quantified, but this species is described as 'fairly common' (Stotz <em>et al.</em> 1996).",Decreasing,This species occurs in south-east Brazil (southern Bahia to SÃ£o Paulo).,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5548.0,Tyrannidae,Passeriformes,AVIBASE-4D359426,4.0,0.0,0.0,4.0,4.0,13.1,7.8,3.5,2.9,17.5,43.8,3.6,40.1,8.4,29.8,7.5,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-25.25,-10.48,-19.76,-43.93,542148.01
130199777,22699072,Phyllomyias fasciatus,Least Concern,,2018,2018-08-07 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the threshold for Vulnerable under the population trend criterion (&gt;30% decline over ten years of three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz <em>et al.</em> 1996).",Decreasing,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5647.0,Tyrannidae,Passeriformes,AVIBASE-EAD28B9F,7.0,4.0,3.0,0.0,4.0,9.8,5.8,3.6,3.1,15.2,57.2,10.0,47.2,17.5,49.1,10.3,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-32.17,-2.37,-15.56,-46.53,3909215.38
130200424,22699107,Phyllomyias griseiceps,Least Concern,,2018,2018-08-07 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common but patchily distributed' (Stotz <em>et al. </em>1996).",Stable,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5656.0,Tyrannidae,Passeriformes,AVIBASE-54373895,5.0,2.0,2.0,1.0,4.0,9,4.9,3.7,3.1,14.2,51.6,9.2,42,18,45.2,7.2,Dunning,,NO,,,Forest,1.0,1.0,Omnivore,Invertivore,Insessorial,-12.12,11.36,3.46,-68.77,707633.09
130201063,22699205,Sublegatus obscurior,Least Concern,,2018,2018-08-07 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon' (Stotz <em>et al.</em> 1996).",Stable,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5797.0,Tyrannidae,Passeriformes,AVIBASE-7EAD5553,5.0,0.0,4.0,1.0,4.0,11.7,6.8,4.5,3.0,16.9,65.6,11.0,54.8,16.7,62,16,Dunning,,NO,,,Shrubland,2.0,2.0,Carnivore,Invertivore,Insessorial,-13.61,9.11,-1.82,-63.86,5373017.82
